archetype,seed,year,treasury,tax,trade,upkeep,net,routes,resTotal,gold,iron,timber,horses
expansionist,7,21,0,52,16,84,-16,0,237,3,15,11,12
expansionist,7,22,0,44,16,92,-32,0,233,3,15,3,12
expansionist,42,1,58,16,16,54,-22,0,150,3,15,35,12
expansionist,42,2,0,16,16,53,-21,0,158,3,15,35,12
expansionist,42,3,0,18,16,52,-18,0,166,3,15,35,12
expansionist,42,4,0,16,16,52,-20,0,174,3,15,35,12
expansionist,42,5,38,16,16,52,-20,0,182,3,15,35,12
expansionist,42,6,0,16,16,52,-20,0,190,3,15,35,12
expansionist,42,7,0,16,16,52,-20,0,198,3,15,35,12
expansionist,42,8,0,14,16,54,-24,0,206,3,15,35,12
expansionist,42,9,0,15,16,60,-29,0,214,3,15,35,12
expansionist,42,10,0,16,16,60,-28,0,222,3,15,35,12
expansionist,42,11,0,17,16,60,-27,0,230,3,15,35,12
expansionist,42,12,0,19,16,60,-25,0,238,3,15,35,12
expansionist,42,13,0,20,16,60,-24,0,246,3,15,35,12
expansionist,42,14,0,18,16,60,-26,0,254,3,15,35,12
expansionist,42,15,0,20,16,60,-24,0,262,3,15,35,12
expansionist,42,16,0,20,16,68,-32,0,285,3,15,35,12
expansionist,42,17,0,21,16,68,-31,0,278,3,15,35,12
expansionist,42,18,0,20,16,68,-32,0,286,3,15,35,12
expansionist,42,19,0,20,16,76,-40,0,294,3,15,35,12
expansionist,42,20,25,21,16,76,-39,0,286,3,15,19,12
expansionist,42,21,0,20,16,76,-40,0,308,3,15,19,12
expansionist,42,22,0,20,16,76,-40,0,316,3,15,19,12
expansionist,42,23,0,20,16,76,-40,0,324,3,15,19,12
expansionist,42,24,2,20,16,76,-40,0,316,3,15,3,12
balanced,7,1,55,44,16,54,6,0,115,3,15,18,12
balanced,7,2,46,52,16,54,14,0,85,3,15,18,12
balanced,7,3,28,55,16,54,17,0,77,3,15,18,12
balanced,7,4,12,56,16,56,16,0,108,3,15,18,12
balanced,7,5,37,56,16,56,16,0,94,3,15,18,12
balanced,7,6,0,50,16,58,8,0,85,3,15,9,12
balanced,7,7,0,49,16,64,1,0,75,3,15,9,12
balanced,7,8,0,48,16,62,2,0,69,3,8,9,12
balanced,7,9,2,48,16,60,4,0,71,3,8,9,12
balanced,7,10,4,46,16,60,2,0,65,3,8,9,12
balanced,7,11,43,52,16,60,8,0,61,3,8,9,6
balanced,7,12,76,56,16,60,12,0,56,3,8,9,6
balanced,7,13,73,56,16,62,10,0,53,3,8,9,6
balanced,7,14,69,60,16,65,11,0,55,3,8,9,6
balanced,7,15,75,56,16,70,3,0,51,3,8,9,6
balanced,7,16,69,55,16,70,1,0,49,3,8,5,6
balanced,7,17,40,61,16,72,5,0,59,3,8,5,6
balanced,7,18,0,64,16,74,6,0,54,3,8,5,6
balanced,7,19,4,60,16,72,4,0,54,3,8,5,6
balanced,7,20,23,60,16,72,4,0,49,3,8,5,6
balanced,7,21,57,76,16,72,20,0,46,3,8,5,6
balanced,7,22,145,64,16,80,0,0,44,3,4,5,6
balanced,7,23,107,66,16,81,1,0,41,3,4,5,6
balanced,7,24,98,71,16,81,6,0,43,3,4,5,6
balanced,7,25,116,79,16,82,13,0,41,3,4,5,6
balanced,7,26,130,80,16,82,14,0,38,3,4,5,6
balanced,7,27,138,74,16,83,7,0,40,3,4,5,6
balanced,7,28,155,84,16,83,17,0,37,3,4,5,6
balanced,7,29,133,84,16,88,12,0,39,3,4,5,6
balanced,7,30,115,85,16,88,13,0,41,3,4,5,6
balanced,7,31,114,88,16,89,15,0,38,3,4,5,6
balanced,7,32,185,80,16,89,7,0,49,3,13,5,6
balanced,7,33,258,82,16,90,8,0,46,3,7,5,6
balanced,7,34,295,109,16,93,32,0,40,3,7,5,6
balanced,7,35,269,99,16,97,18,0,46,3,7,5,6
balanced,7,36,283,100,16,98,18,0,47,3,7,5,6
balanced,7,37,304,92,16,98,10,0,53,3,7,5,6
balanced,7,38,324,104,16,99,21,0,52,3,7,5,6
balanced,7,39,340,114,16,99,31,0,58,3,7,5,6
balanced,7,40,360,107,16,100,23,0,58,3,7,5,6
balanced,7,41,6,105,16,95,26,0,46,3,7,5,6
balanced,7,42,64,124,16,92,48,0,47,3,7,5,6
balanced,7,43,29,112,16,92,36,0,48,3,7,5,6
balanced,7,44,10,98,16,94,20,0,54,3,7,5,6
balanced,7,45,15,96,16,92,20,0,55,3,7,5,6
balanced,7,46,0,104,16,92,28,0,56,3,7,5,6
balanced,7,47,111,113,16,92,37,0,54,3,7,5,6
balanced,7,48,118,87,16,93,10,0,54,3,7,5,6
balanced,7,49,84,112,16,93,35,0,48,3,7,5,6
balanced,7,50,107,104,16,93,27,0,48,3,7,5,6
balanced,7,51,124,100,16,94,22,0,49,3,7,5,6
balanced,7,52,165,109,16,94,31,0,50,3,7,5,6
balanced,7,53,52,100,16,93,23,0,51,3,7,5,6
balanced,7,54,52,105,16,92,29,0,57,3,7,5,6
balanced,7,55,67,92,16,93,15,0,71,3,7,5,6
balanced,7,56,171,104,16,93,27,0,67,3,7,5,6
balanced,7,57,148,97,16,93,20,0,53,3,7,5,6
balanced,7,58,158,112,16,94,34,0,51,3,7,5,6
balanced,7,59,176,115,16,98,33,0,57,3,7,5,6
balanced,7,60,203,131,16,99,48,0,57,3,7,5,6
balanced,7,61,203,120,16,99,37,0,55,3,7,5,6
balanced,7,62,322,128,16,99,45,0,69,3,15,5,6
balanced,7,63,303,116,16,100,32,0,54,3,15,5,6
balanced,7,64,333,130,16,100,46,0,86,3,41,5,6
balanced,7,65,449,116,16,101,31,0,101,3,21,5,6
balanced,7,66,513,116,16,100,32,0,83,3,21,5,6
balanced,7,67,557,129,16,100,45,0,75,3,21,5,6
balanced,7,68,628,121,16,101,36,0,71,3,11,5,6
balanced,7,69,586,112,16,100,28,0,88,3,11,5,6
balanced,7,70,627,116,16,100,32,0,80,3,11,5,6
balanced,7,71,652,107,16,101,22,0,75,3,11,5,6
balanced,7,72,783,116,16,101,31,0,68,3,11,5,6
balanced,7,73,745,102,16,102,16,0,53,3,11,5,6
balanced,7,74,773,129,16,102,43,0,59,3,11,5,6
balanced,7,75,869,107,16,103,20,0,58,3,11,5,6
balanced,7,76,863,104,16,103,17,0,58,3,11,5,6
balanced,7,77,914,120,16,104,32,0,58,3,11,5,6
balanced,7,78,1057,122,16,104,34,0,56,3,11,5,6
balanced,7,79,1103,149,16,105,60,0,62,3,11,5,6
balanced,7,80,1237,152,16,105,63,0,62,3,11,5,6
balanced,7,81,1284,140,16,106,50,0,50,3,11,5,6
balanced,7,82,1364,147,16,109,54,0,51,3,6,5,6
balanced,7,83,1422,151,16,111,56,0,49,3,6,5,6
balanced,7,84,1541,160,16,111,65,0,55,3,6,5,6
balanced,7,85,1583,141,16,112,45,0,55,3,6,5,6
balanced,7,86,1611,162,16,112,66,0,55,3,6,5,6
balanced,7,87,1579,167,16,113,70,0,44,3,6,5,6
balanced,7,88,1706,170,16,113,73,0,45,3,6,5,6
balanced,7,89,1789,195,16,114,97,0,51,3,6,5,6
balanced,7,90,1852,199,16,114,101,0,53,3,6,5,6
balanced,7,91,1944,191,16,114,93,0,56,3,6,5,6
balanced,7,92,2045,186,16,118,84,0,78,3,28,5,6
balanced,7,93,2139,195,16,120,91,0,60,3,14,5,6
balanced,7,94,2182,162,16,120,58,0,68,3,14,5,6
balanced,7,95,2368,201,16,120,97,0,67,3,14,5,6
balanced,7,96,2423,194,16,121,89,0,56,3,7,5,6
balanced,7,97,2538,201,16,121,96,0,55,3,7,5,6
balanced,7,98,2620,189,16,122,83,0,56,3,7,5,6
balanced,7,99,2619,196,16,123,89,0,52,3,7,5,6
balanced,7,100,2732,227,16,127,116,0,54,3,7,5,6
balanced,42,1,96,25,16,55,-14,0,131,3,15,30,12
balanced,42,2,42,19,16,61,-26,0,92,3,15,5,12
balanced,42,3,12,31,16,67,-20,0,90,3,15,5,12
balanced,42,4,0,28,16,66,-22,0,100,3,15,5,12
balanced,42,5,37,28,16,66,-22,0,100,3,15,5,12
balanced,42,6,0,27,16,68,-25,0,100,3,15,5,12
balanced,42,7,0,24,16,73,-33,0,97,3,15,5,12
balanced,42,8,7,21,16,73,-36,0,97,3,15,5,12
balanced,42,9,0,20,16,73,-37,0,107,3,15,5,12
balanced,42,10,0,20,16,73,-37,0,106,3,15,5,12
balanced,42,11,0,21,16,73,-36,0,105,3,15,5,12
balanced,42,12,2,24,16,73,-33,0,102,3,15,5,12
balanced,42,13,14,24,16,73,-33,0,99,3,15,5,12
balanced,42,14,22,22,16,75,-37,0,109,3,15,5,12
balanced,42,15,0,24,16,81,-41,0,108,3,15,5,12
balanced,42,16,0,24,16,81,-41,0,133,3,15,5,12
balanced,42,17,42,27,16,81,-38,0,126,3,15,5,12
balanced,42,18,8,25,16,81,-40,0,123,3,15,5,12
balanced,42,19,0,24,16,81,-41,0,133,3,15,5,12
balanced,42,20,0,26,16,81,-39,0,128,3,15,5,12
balanced,42,21,0,24,16,81,-41,0,134,3,15,5,12
balanced,42,22,0,24,16,89,-49,0,128,3,15,5,12
exploit-hunter,7,1,0,68,16,53,31,0,78,3,16,3,12
exploit-hunter,7,2,85,80,16,53,43,0,59,3,9,7,6
exploit-hunter,7,3,70,84,16,58,42,0,43,3,5,7,6
exploit-hunter,7,4,65,84,16,63,37,0,56,3,5,7,6
exploit-hunter,7,5,67,84,16,64,36,0,45,3,5,7,6
exploit-hunter,7,6,64,74,16,68,22,0,42,3,5,7,6
exploit-hunter,7,7,60,74,16,75,15,0,40,3,5,7,6
exploit-hunter,7,8,60,72,16,75,13,0,42,3,5,7,6
exploit-hunter,7,9,98,70,16,72,14,0,40,3,5,7,6
exploit-hunter,7,10,161,69,16,74,11,0,42,3,5,7,6
exploit-hunter,7,11,109,80,16,76,20,0,40,3,5,7,6
exploit-hunter,7,12,83,83,16,77,22,0,42,3,5,7,6
exploit-hunter,7,13,67,80,16,79,17,0,40,3,5,7,6
exploit-hunter,7,14,53,86,16,81,21,0,42,3,5,7,6
exploit-hunter,7,15,55,80,16,81,15,0,40,3,5,7,6
exploit-hunter,7,16,57,80,16,82,14,0,42,3,5,7,6
exploit-hunter,7,17,47,91,16,81,26,0,52,3,5,7,6
exploit-hunter,7,18,54,89,16,86,19,0,42,3,5,7,6
exploit-hunter,7,19,56,84,16,86,14,0,43,3,5,7,6
exploit-hunter,7,20,55,83,16,87,12,0,41,3,5,7,6
exploit-hunter,7,21,58,101,16,90,27,0,43,3,5,7,6
exploit-hunter,7,22,93,84,16,98,2,0,41,3,5,7,6
exploit-hunter,7,23,43,84,16,99,1,0,43,3,5,7,6
exploit-hunter,7,24,61,88,16,99,5,0,41,3,5,7,6
exploit-hunter,7,25,58,92,16,100,8,0,43,3,5,7,6
exploit-hunter,7,26,52,90,16,100,6,0,41,3,5,7,6
exploit-hunter,7,27,47,79,16,100,-5,0,43,3,5,7,6
exploit-hunter,7,28,51,88,16,101,3,0,41,3,5,7,6
exploit-hunter,7,29,35,88,16,101,3,0,43,3,5,7,6
exploit-hunter,7,30,27,88,16,101,3,0,41,3,5,7,6
exploit-hunter,7,31,16,88,16,99,5,0,43,3,5,7,6
exploit-hunter,7,32,112,79,16,96,-1,0,43,3,7,7,6
exploit-hunter,7,33,109,77,16,97,-4,0,45,3,7,7,6
exploit-hunter,7,34,165,99,16,99,16,0,43,3,7,7,6
exploit-hunter,7,35,91,87,16,101,2,0,45,3,7,7,6
exploit-hunter,7,36,57,88,16,103,1,0,43,3,7,7,6
exploit-hunter,7,37,53,79,16,104,-9,0,45,3,7,7,6
exploit-hunter,7,38,53,88,17,106,-1,0,43,3,7,7,6
exploit-hunter,7,39,56,95,20,112,3,0,45,3,7,7,6
exploit-hunter,7,40,52,88,20,113,-5,0,43,3,7,7,6
exploit-hunter,7,41,46,86,20,113,-7,0,45,3,7,7,6
exploit-hunter,7,42,47,103,22,113,12,0,43,3,7,7,6
exploit-hunter,7,43,0,93,18,112,-1,0,45,3,7,7,6
exploit-hunter,7,44,63,80,23,105,-2,0,43,3,7,7,6
exploit-hunter,7,45,46,80,20,105,-5,0,45,3,7,7,6
exploit-hunter,7,46,48,87,21,107,1,0,43,3,7,7,6
exploit-hunter,7,47,80,94,25,110,9,0,45,3,7,7,6
exploit-hunter,7,48,52,70,21,108,-17,0,43,3,7,7,6
exploit-hunter,7,49,53,90,20,108,2,0,45,3,7,7,6
exploit-hunter,7,50,32,82,21,113,-10,0,43,3,7,7,6
exploit-hunter,7,51,16,80,20,116,-16,0,45,3,7,7,6
exploit-hunter,7,52,23,87,20,113,-6,0,43,3,7,7,6
exploit-hunter,7,53,12,80,20,111,-11,0,45,3,7,7,6
exploit-hunter,7,54,0,83,17,106,-6,0,43,3,7,7,6
exploit-hunter,7,55,18,70,19,100,-11,0,47,3,7,7,6
exploit-hunter,7,56,76,80,24,100,4,0,43,3,7,7,6
exploit-hunter,7,57,55,72,20,101,-9,0,45,3,7,7,6
exploit-hunter,7,58,22,83,22,105,0,0,43,3,7,7,6
exploit-hunter,7,59,14,80,20,108,-8,0,45,3,7,7,6
exploit-hunter,7,60,8,89,20,106,3,0,43,3,7,7,6
exploit-hunter,42,1,32,56,16,53,19,0,87,3,15,20,12
exploit-hunter,42,2,130,53,16,53,16,0,73,3,8,8,12
exploit-hunter,42,3,153,60,16,54,22,0,59,3,8,9,6
exploit-hunter,42,4,127,52,16,57,11,0,49,3,8,5,6
exploit-hunter,42,5,118,52,16,59,9,0,43,3,4,5,6
exploit-hunter,42,6,43,52,16,63,5,0,45,3,4,5,6
exploit-hunter,42,7,49,52,16,70,-2,0,43,3,4,5,6
exploit-hunter,42,8,78,47,16,71,-8,0,45,3,4,5,6
exploit-hunter,42,9,54,49,16,73,-8,0,43,3,4,5,6
exploit-hunter,42,10,45,52,16,73,-5,0,45,3,4,5,6
exploit-hunter,42,11,49,54,16,74,-4,0,43,3,4,5,6
exploit-hunter,42,12,56,57,16,74,-1,0,45,3,4,5,6
exploit-hunter,42,13,49,56,16,75,-3,0,43,3,4,5,6
exploit-hunter,42,14,128,50,16,75,-9,0,45,3,4,5,6
exploit-hunter,42,15,53,52,16,77,-9,0,43,3,4,5,6
exploit-hunter,42,16,60,52,16,77,-9,0,50,3,4,5,6
exploit-hunter,42,17,54,60,16,78,-2,0,43,3,4,5,6
exploit-hunter,42,18,41,54,16,79,-9,0,45,3,4,5,6
exploit-hunter,42,19,51,52,16,79,-11,0,43,3,4,5,6
exploit-hunter,42,20,124,56,16,87,-15,0,45,3,4,5,6
exploit-hunter,42,21,92,52,16,89,-21,0,48,3,4,5,6
exploit-hunter,42,22,29,52,16,91,-23,0,44,3,4,5,6
exploit-hunter,42,23,29,52,16,90,-22,0,42,3,4,5,6
exploit-hunter,42,24,71,52,16,90,-22,0,44,3,4,5,6
exploit-hunter,42,25,46,52,16,92,-24,0,42,3,4,5,6
exploit-hunter,42,26,31,52,16,92,-24,0,44,3,4,5,6
exploit-hunter,42,27,30,52,16,91,-23,0,42,3,4,5,6
exploit-hunter,42,28,19,52,16,88,-20,0,44,3,4,5,6
exploit-hunter,42,29,102,59,16,86,-11,0,55,3,4,5,6
exploit-hunter,42,30,105,52,16,86,-18,0,48,3,4,5,6
exploit-hunter,42,31,59,52,16,88,-20,0,46,3,4,5,6
exploit-hunter,42,32,42,47,16,89,-26,0,48,3,4,5,6
exploit-hunter,42,33,50,59,16,89,-14,0,46,3,4,5,6
exploit-hunter,42,34,38,52,16,89,-21,0,48,3,4,5,6
exploit-hunter,42,35,38,52,16,89,-21,0,46,3,4,5,6
exploit-hunter,42,36,48,61,16,93,-16,0,51,3,4,5,5
exploit-hunter,42,37,52,60,19,99,-20,0,49,3,4,5,5
exploit-hunter,42,38,121,60,26,103,-17,0,51,3,4,5,5
exploit-hunter,42,39,96,55,25,105,-25,0,49,3,4,5,5
exploit-hunter,42,40,60,60,23,107,-24,0,51,3,4,5,5
exploit-hunter,42,41,36,53,20,106,-33,0,49,3,4,5,5
exploit-hunter,42,42,10,60,20,105,-25,0,51,3,4,5,5
exploit-hunter,42,43,34,60,19,103,-24,0,49,3,4,5,5
exploit-hunter,42,44,54,66,20,101,-15,0,51,3,4,5,5
exploit-hunter,42,45,53,57,20,102,-25,0,49,3,4,5,5
exploit-hunter,42,46,44,63,20,103,-20,0,51,3,4,5,5
exploit-hunter,42,47,114,57,23,103,-23,0,49,3,4,5,5
exploit-hunter,42,48,60,73,24,105,-8,0,51,3,4,5,5
exploit-hunter,42,49,51,72,21,114,-21,0,49,3,4,5,5
exploit-hunter,42,50,38,59,20,115,-36,0,51,3,4,5,5
exploit-hunter,42,51,44,64,20,114,-30,0,49,3,4,5,5
exploit-hunter,42,52,46,62,20,115,-33,0,51,3,4,5,5
exploit-hunter,42,53,67,79,21,115,-15,0,49,3,4,5,5
exploit-hunter,42,54,42,60,20,116,-36,0,51,3,4,5,5
exploit-hunter,42,55,49,67,20,116,-29,0,49,3,4,5,5
exploit-hunter,42,56,93,55,22,117,-40,0,51,3,4,5,5
exploit-hunter,42,57,49,60,22,126,-44,0,49,3,4,5,5
exploit-hunter,42,58,15,73,19,125,-33,0,51,3,4,5,5
exploit-hunter,42,59,22,60,19,120,-41,0,49,3,4,5,5
exploit-hunter,42,60,47,60,22,119,-37,0,51,3,4,5,5
exploit-hunter,42,61,46,62,20,120,-38,0,49,3,4,5,5
exploit-hunter,42,62,43,62,20,120,-38,0,51,3,4,5,5
exploit-hunter,42,63,45,54,20,120,-46,0,49,3,4,5,5
exploit-hunter,42,64,41,61,20,120,-39,0,51,3,4,5,5
exploit-hunter,42,65,42,64,20,119,-35,0,55,3,4,5,5
exploit-hunter,42,66,42,66,20,121,-35,0,51,3,4,5,5
exploit-hunter,42,67,48,64,20,119,-35,0,54,3,4,5,9
exploit-hunter,42,68,27,66,20,120,-34,0,51,3,4,5,8
exploit-hunter,42,69,16,64,20,120,-36,0,49,3,4,5,8
exploit-hunter,42,70,13,61,20,119,-38,0,51,3,4,5,8
exploit-hunter,42,71,38,75,20,117,-22,0,49,3,4,5,8
exploit-hunter,42,72,0,60,19,118,-39,0,51,3,4,5,8
exploit-hunter,42,73,15,61,20,114,-33,0,49,3,4,5,8
exploit-hunter,42,74,24,66,20,113,-27,0,51,3,4,5,8
exploit-hunter,42,75,40,60,20,112,-32,0,49,3,4,5,8
exploit-hunter,42,76,30,60,20,112,-32,0,51,3,4,5,8
exploit-hunter,42,77,90,62,21,112,-29,0,49,3,4,5,8
exploit-hunter,42,78,49,63,23,114,-28,0,51,3,4,5,8
exploit-hunter,42,79,43,64,21,115,-30,0,57,3,4,5,8
exploit-hunter,42,80,34,64,20,116,-32,0,51,3,4,5,8
exploit-hunter,42,81,123,64,24,116,-28,0,49,3,4,5,8
exploit-hunter,42,82,44,64,25,118,-29,0,51,3,4,5,8
exploit-hunter,42,83,47,66,20,119,-33,0,49,3,4,5,8
exploit-hunter,42,84,38,67,21,120,-32,0,51,3,4,5,8
exploit-hunter,42,85,49,62,20,120,-38,0,54,3,4,5,8
exploit-hunter,42,86,164,76,28,121,-17,0,51,3,4,5,8
exploit-hunter,42,87,88,52,28,123,-43,0,49,3,4,5,8
exploit-hunter,42,88,37,53,22,125,-50,0,51,3,4,5,8
exploit-hunter,42,89,29,62,20,126,-44,0,49,3,4,5,8
exploit-hunter,42,90,25,67,20,126,-39,0,51,3,4,5,8
exploit-hunter,42,91,39,60,21,124,-43,0,49,3,4,5,8
exploit-hunter,42,92,0,54,17,123,-52,0,51,3,4,5,8
exploit-hunter,42,93,20,70,20,118,-28,0,49,3,4,5,8
exploit-hunter,42,94,73,64,22,116,-30,0,51,3,4,5,8
exploit-hunter,42,95,41,64,22,118,-32,0,49,3,4,5,8
exploit-hunter,42,96,39,73,21,119,-25,0,51,3,4,5,8
exploit-hunter,42,97,93,54,26,120,-40,0,49,3,4,5,8
exploit-hunter,42,98,45,68,23,122,-31,0,51,3,4,5,8
exploit-hunter,42,99,44,66,20,123,-37,0,49,3,4,5,8
